4520, 9, 20110671.4991499, 252529.644542895, 3507926.56098018, 1955472.46064827, 195576887.089993, 97593061.7021836, 1.43357443439032e-09, 0, 37687216.0065604, 195574139.340619, 97588395.9628883, 2.55810753115096e-05, 2.43480824533978e-05
4521, 9, 55231465.7203403, 393810.958588271, 3494797.85855173, 37687216.0065604, 195574139.340619, 97588395.9628883, 2.55810753115096e-05, 2.43480824533978e-05, 72940041.7664475, 195575640.848396, 97589629.130412, 1.9505860430819e-05, 3.05774042542855e-05
4522, 9, 90693284.5441155, 219707.687380483, 3475667.4943803, 72940041.7664475, 195575640.848396, 97589629.130412, 1.9505860430819e-05, 3.05774042542855e-05, 107794371.616193, 195573364.966056, 97584440.3840591, 5.13048251466617e-05, 6.38199825191222e-05
4523, 9, 124901543.280326, 139656.538414336, 3335383.51625721, 107794371.616193, 195573364.966056, 97584440.3840591, 5.13048251466617e-05, 6.38199825191222e-05, 141530538.945464, 195572127.36097, 97579945.1422159, 0.000123934189813628, 0.000105948551336309
4524, 9, 158172688.704888, 320856.830941535, 3202264.95178783, 141530538.945464, 195572127.36097, 97579945.1422159, 0.000123934189813628, 0.000105948551336309, 174391883.157956, 195570537.386009, 97576569.3855944, 0.000135503787923981, 0.000119116363288523
4525, 9, 190664813.996993, 428329.771245722, 3184627.76211864, 174391883.157956, 195570537.386009, 97576569.3855944, 0.000135503787923981, 0.000119116363288523, 206773572.032235, 195569929.390276, 97574945.1434623, 0.000142786899512967, 0.000126248105052465
4526, 9, 222881124.636781, 410941.090284533, 3185166.74226809, 206773572.032235, 195569929.390276, 97574945.1434623, 0.000142786899512967, 0.000126248105052465, 239154190.374792, 195570345.02444, 97576482.9594607, 0.000136876734650658, 0.000131059648538736
4527, 9, 255379002.247586, 76980.9960947997, 3250244.72410828, 239154190.374792, 195570345.02444, 97576482.9594607, 0.000136876734650658, 0.000131059648538736, 271935228.061928, 195568074.472386, 97579216.1230788, 0.000202911243450634, 0.000173020032326144
4528, 9, 288488755.246077, 186945.242584012, 3190273.31919998, 271935228.061928, 195568074.472386, 97579216.1230788, 0.000202911243450634, 0.000173020032326144, 304475324.904191, 195566159.578589, 97573742.088721, 0.000242651133450206, 0.000210020889215199
4529, 9, 320479767.686275, 393045.505843413, 3126486.38655943, 304475324.904191, 195566159.578589, 97573742.088721, 0.000242651133450206, 0.000210020889215199, 336218898.712469, 195564918.810651, 97571420.4402916, 0.000248005257617946, 0.000218414697156383
4530, 9, 351981452.430034, 271804.048010334, 3036804.29419243, 336218898.712469, 195564918.810651, 97571420.4402916, 0.000248005257617946, 0.000218414697156383, 367245539.690885, 195562000.501741, 97566810.2291996, 0.000259138696099733, 0.000236964084006008
4531, 9, 382591515.03542, 78396.7788574067, 3065116.46907085, 367245539.690885, 195562000.501741, 97566810.2291996, 0.000259138696099733, 0.000236964084006008, 398829031.472463, 195562909.11379, 97576199.2637318, 0.00026858139363194, 0.00029017768729321
4532, 9, 415054589.367309, 74872.6459343478, 3221172.13038391, 398829031.472463, 195562909.11379, 97576199.2637318, 0.00026858139363194, 0.00029017768729321, 431129979.770271, 195558821.991653, 97574865.8724018, 0.000406954412395249, 0.000337874041785055
4533, 9, 447244864.993319, 420828.108494309, 3174315.65637922, 431129979.770271, 195558821.991653, 97574865.8724018, 0.000406954412395249, 0.000337874041785055, 463193385.031431, 195559004.654558, 97573175.9003974, 0.000410131681151296, 0.000344174511441447
4534, 9, 479101877.53435, 93123.4728827616, 3069196.48483777, 463193385.031431, 195559004.654558, 97573175.9003974, 0.000410131681151296, 0.000344174511441447, 494537581.485493, 195557310.634662, 97567825.2616824, 0.000538629943905588, 0.00038142209806451
4535, 9, 509934609.208361, 429670.862833693, 3023100.82942015, 494537581.485493, 195557310.634662, 97567825.2616824, 0.000538629943905588, 0.00038142209806451, 525164620.062263, 195555613.495463, 97565947.6011193, 0.000542987160020886, 0.000387605569383079
4536, 9, 540435146.59999, 86697.2504269056, 2949136.31743383, 525164620.062263, 195555613.495463, 97565947.6011193, 0.000542987160020886, 0.000387605569383079, 555232843.611597, 195553833.132867, 97561031.9816963, 0.000678093365524057, 0.000426336250127034
4537, 9, 570070043.106023, 438588.14697926, 2879646.57033193, 555232843.611597, 195553833.132867, 97561031.9816963, 0.000678093365524057, 0.000426336250127034, 584822400.5469, 195554077.235317, 97559879.1668957, 0.000683551419022953, 0.000430789607892598
4538, 9, 599547555.695613, 310083.972390742, 2866640.30512547, 584822400.5469, 195554077.235317, 97559879.1668957, 0.000683551419022953, 0.000430789607892598, 613934021.648558, 195552737.406855, 97555927.7730113, 0.000688990833656299, 0.000442731841867985
4539, 9, 628338661.51875, 268514.743024744, 2797387.09625506, 613934021.648558, 195552737.406855, 97555927.7730113, 0.000688990833656299, 0.000442731841867985, 642328382.554954, 195550779.43788, 97551067.2967882, 0.000697275440402213, 0.000458797162554067
4540, 9, 656360420.484025, 426452.3575933, 2779070.71544898, 642328382.554954, 195550779.43788, 97551067.2967882, 0.000697275440402213, 0.000458797162554067, 670561676.453554, 195550720.224006, 97553109.7065064, 0.000694851654718205, 0.000463432660564266
4541, 9, 684728126.802924, 283694.052575365, 2723821.88383424, 670561676.453554, 195550720.224006, 97553109.7065064, 0.000694851654718205, 0.000463432660564266, 698556956.320709, 195549704.421629, 97548568.884076, 0.000702848870004948, 0.000477808859722019
